genome,host,date,completeness,geo,spc,is_host_adapted,is_human_infection,temp_22,temp_25,temp_37,opt_temp,opt_ph,growth_rate,ref
GCA_032907685.1,European robin (Erithacus rubecula),2017,98.25,Germany: Saxony,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_032907685.1,European robin (Erithacus rubecula),2017,98.25,Germany: Saxony,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_002292475.1,Homo sapiens,2014,98.4,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_002292785.1,Homo sapiens,2014,98.4,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_002292475.1,Homo sapiens,2014,98.4,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_002292785.1,Homo sapiens,2014,98.4,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_002292745.1,Homo sapiens,2015,98.86,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_002292745.1,Homo sapiens,2015,98.86,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_032879065.1,pig,2009-11,NA,Germany: Aulendorf,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000504745.1,,2005,NA,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000504745.1,,2005,NA,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000504925.1,Cervidae,2009,NA,USA: Minnesota,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000504925.1,Cervidae,2009,NA,USA: Minnesota,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000512435.1,Sus scrofa,2010,NA,USA: Iowa,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000504805.1,Elephas maximus,2010,NA,USA: Louisiana,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000504805.1,Elephas maximus,2010,NA,USA: Louisiana,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000014985.1,,,96.64,,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000014985.1,,,96.64,,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000504905.1,Cervidae,2011,NA,USA: Iowa,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000504905.1,Cervidae,2011,NA,USA: Iowa,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000523655.1,Homo sapiens,11/06/2007,97.16,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000523655.1,Homo sapiens,11/06/2007,97.16,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000523755.1,Homo sapiens,07/12/2009,96.3,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000523755.1,Homo sapiens,07/12/2009,96.3,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000523995.1,Homo sapiens,08/12/2009,96.95,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000523995.1,Homo sapiens,08/12/2009,96.95,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_009741445.1,Gallus gallus,1901,95.75,unknown,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020735285.1,,Unknown,95.75,Germany: Braunschweig,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_009741445.1,Gallus gallus,1901,95.75,unknown,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020735285.1,,Unknown,95.75,Germany: Braunschweig,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_021183805.1,,Unknown,95.81,Germany: Braunschweig,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_021183805.1,,Unknown,95.81,Germany: Braunschweig,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_021183845.1,,Unknown,96.35,Germany: Braunschweig,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_021183845.1,,Unknown,96.35,Germany: Braunschweig,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020735405.1,,Unknown,96.65,Germany: Braunschweig,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020735405.1,,Unknown,96.65,Germany: Braunschweig,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000504945.1,Buteo jamaicensis,2010,NA,USA: Minnesota,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000504945.1,Buteo jamaicensis,2010,NA,USA: Minnesota,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000505015.1,Anas platyrhynchos,2011,NA,USA: Wisconsin,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000505015.1,Anas platyrhynchos,2011,NA,USA: Wisconsin,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000523675.1,,24/04/2006,NA,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000523675.1,,24/04/2006,NA,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000174035.1,,,92.74,,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000174035.1,,,92.74,,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000240485.2,water buffalo,,95.11,,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000240485.1,water buffalo,,95.11,,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_000240505.2,,,NA,,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_000240505.1,,,NA,,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020275645.1,,n/a,93.68,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020275645.1,,n/a,93.68,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_009002535.1,,,94.36,,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_009002535.1,,,94.36,,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_005518015.1,Homo sapiens,24/08/2016,94.81,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020055235.1,swine,01/09/2015,94.81,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_005518015.1,Homo sapiens,24/08/2016,94.81,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020055235.1,swine,01/09/2015,94.81,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_002304145.1,pig,07/07/2005,94.89,Japan: Osaka,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_002304145.1,pig,07/07/2005,94.89,Japan: Osaka,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020055225.1,swine,01/09/2015,94.95,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020055225.1,swine,01/09/2015,94.95,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020275665.1,,n/a,94.98,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020275665.1,,n/a,94.98,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_002304195.1,,31/01/2005,95.36,Japan: Osaka,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_002304195.1,,31/01/2005,95.36,Japan: Osaka,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020055245.1,swine,05/08/2015,95.39,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020055245.1,swine,05/08/2015,95.39,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020055185.1,swine,05/10/2015,95.46,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020055185.1,swine,05/10/2015,95.46,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_005518035.1,Homo sapiens,13/02/2017,95.63,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_005518035.1,Homo sapiens,13/02/2017,95.63,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_003013375.1,Homo sapiens,2008,95.71,Germany,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_003013375.1,Homo sapiens,2008,95.71,Germany,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020055285.1,swine,29/07/2015,95.84,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020055285.1,swine,29/07/2015,95.84,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020055295.1,swine,15/07/2015,95.91,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020055295.1,swine,15/07/2015,95.91,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_001610515.1,,2010,95.92,Germany,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_001610515.1,,2010,95.92,Germany,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_001583545.1,Homo sapiens,2006,95.94,Germany,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_001583545.1,Homo sapiens,2006,95.94,Germany,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_002928215.1,Homo sapiens,2008,96.15,Germany,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_002928215.1,Homo sapiens,2008,96.15,Germany,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020275125.1,Homo sapiens,n/a,96.16,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_020275125.1,Homo sapiens,n/a,96.16,USA,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_002089695.1,Homo sapiens,not provided,96.17,Japan,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_002089695.1,Homo sapiens,not provided,96.17,Japan,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_002089955.1,Homo sapiens,not provided,96.19,Japan,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCF_002089955.1,Homo sapiens,not provided,96.19,Japan,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
GCA_020055205.1,swine,24/11/2015,96.23,Japan: Gifu,avium,host adapted,Y,-,-,+,34.5,5.4-6.5,slow,"https://www.ncbi.nlm.nih.gov/books/NBK431110/#:~:text=the%20Runyon%20classification.-,M.,28%20C%20to%2038.5%20C. https://pubmed.ncbi.nlm.nih.gov/15845232/"
